id,long,lat,num_multe,num_park,day,hour
1504,18,3,0.0,465.0,1,2
1505,18,4,0.0,207.0,1,2
1506,18,5,0.0,58.0,1,2
1507,18,8,0.0,236.0,1,2
1508,18,9,0.0,57.0,1,2
1509,18,10,0.0,3.0,1,2
1510,18,11,0.0,8.0,1,2
1511,18,12,0.0,4.0,1,2
1512,18,15,0.0,145.0,1,2
1513,18,16,0.0,299.0,1,2
1514,18,17,0.0,1075.0,1,2
1515,18,18,0.0,627.0,1,2
1516,18,19,0.0,62.0,1,2
1517,19,0,0.0,51.0,1,2
1518,19,1,0.0,109.0,1,2
1519,19,2,0.0,73.0,1,2
1520,19,3,0.0,106.0,1,2
1521,19,4,0.0,32.0,1,2
1522,19,5,0.0,43.0,1,2
1523,19,6,0.0,14.0,1,2
1524,19,7,0.0,221.0,1,2
1525,19,8,0.0,46.0,1,2
1526,19,9,0.0,5.0,1,2
1527,19,10,0.0,13.0,1,2
1528,19,12,0.0,3.0,1,2
1529,19,13,0.0,295.0,1,2
1530,19,15,0.0,23.0,1,2
1531,19,16,0.0,378.0,1,2
1532,19,17,0.0,470.0,1,2
1533,19,18,0.0,91.0,1,2
1534,19,19,0.0,29.0,1,2
1535,0,0,0.0,156.0,1,3
1536,0,1,0.0,763.0,1,3
1537,0,2,0.0,482.0,1,3
1538,0,3,0.0,97.0,1,3
1539,0,4,0.0,88.0,1,3
1540,0,5,0.0,403.0,1,3
1541,0,6,0.0,1.0,1,3
1542,0,7,0.0,16.0,1,3
1543,0,8,0.0,9.0,1,3
1544,0,9,0.0,141.0,1,3
1545,0,10,0.0,40.0,1,3
1546,0,11,0.0,680.0,1,3
1547,0,12,0.0,1931.0,1,3
1548,0,13,0.0,884.0,1,3
1549,0,14,0.0,3.0,1,3
1550,0,16,0.0,15.0,1,3
1551,0,17,0.0,42.0,1,3
1552,0,19,0.0,62.0,1,3
1553,1,0,0.0,42.0,1,3
1554,1,1,0.0,13.0,1,3
1555,1,3,0.0,386.0,1,3
1556,1,4,0.0,728.0,1,3
1557,1,5,0.0,67.0,1,3
1558,1,6,0.0,106.0,1,3
1559,1,7,0.0,270.0,1,3
1560,1,8,0.0,148.0,1,3
1561,1,9,0.0,168.0,1,3
1562,1,10,0.0,338.0,1,3
1563,1,11,0.0,1103.0,1,3
1564,1,12,0.0,1805.0,1,3
1565,1,13,0.0,62.0,1,3
1566,1,14,0.0,169.0,1,3
1567,1,15,0.0,21.0,1,3
1568,1,16,0.0,8.0,1,3
1569,1,17,0.0,57.0,1,3
1570,1,18,0.0,331.0,1,3
1571,1,19,0.0,119.0,1,3
1572,2,1,0.0,63.0,1,3
1573,2,2,0.0,108.0,1,3
1574,2,3,0.0,1131.0,1,3
1575,2,4,0.0,1186.0,1,3
1576,2,5,0.0,14.0,1,3
1577,2,6,0.0,1202.0,1,3
1578,2,7,0.0,2062.0,1,3
1579,2,8,0.0,1060.0,1,3
1580,2,9,0.0,494.0,1,3
1581,2,10,0.0,949.0,1,3
1582,2,11,0.0,1738.0,1,3
1583,2,12,0.0,1851.0,1,3
1584,2,13,0.0,2036.0,1,3
1585,2,14,0.0,1324.0,1,3
1586,2,15,0.0,4.0,1,3
1587,2,16,0.0,85.0,1,3
1588,2,17,0.0,160.0,1,3
1589,2,18,0.0,204.0,1,3
1590,2,19,0.0,896.0,1,3
1591,3,0,0.0,226.0,1,3
1592,3,1,0.0,841.0,1,3
1593,3,2,0.0,160.0,1,3
1594,3,3,0.0,1517.0,1,3
1595,3,4,0.0,246.0,1,3
1596,3,5,0.0,35.0,1,3
1597,3,6,0.0,1019.0,1,3
1598,3,7,0.0,1936.0,1,3
1599,3,8,0.0,2435.0,1,3
1600,3,9,0.0,993.0,1,3
1601,3,10,0.0,1219.0,1,3
1602,3,11,0.0,2793.0,1,3
1603,3,12,0.0,2683.0,1,3
1604,3,13,0.0,3116.0,1,3
1605,3,14,0.0,747.0,1,3
1606,3,15,0.0,171.0,1,3
1607,3,16,0.0,531.0,1,3
1608,3,17,0.0,1025.0,1,3
1609,3,18,0.0,92.0,1,3
1610,3,19,0.0,657.0,1,3
1611,4,0,0.0,1276.0,1,3
1612,4,1,0.0,546.0,1,3
1613,4,2,0.0,193.0,1,3
1614,4,3,0.0,1240.0,1,3
1615,4,4,0.0,2322.0,1,3
1616,4,5,0.0,255.0,1,3
1617,4,6,0.0,2396.0,1,3
1618,4,7,0.0,3342.0,1,3
1619,4,8,0.0,2816.0,1,3
1620,4,9,0.0,1324.0,1,3
1621,4,10,0.0,2416.0,1,3
1622,4,11,0.0,3698.0,1,3
1623,4,12,0.0,3707.0,1,3
1624,4,13,0.0,3244.0,1,3
1625,4,14,0.0,950.0,1,3
1626,4,15,0.0,222.0,1,3
1627,4,16,0.0,811.0,1,3
1628,4,17,0.0,1195.0,1,3
1629,4,18,0.0,323.0,1,3
1630,4,19,0.0,1653.0,1,3
1631,5,0,0.0,1259.0,1,3
1632,5,1,0.0,1437.0,1,3
1633,5,2,0.0,59.0,1,3
1634,5,3,0.0,660.0,1,3
1635,5,4,0.0,3311.0,1,3
1636,5,5,0.0,1025.0,1,3
1637,5,6,0.0,3343.0,1,3
1638,5,7,0.0,3287.0,1,3
1639,5,8,0.0,2514.0,1,3
1640,5,9,0.0,2633.0,1,3
1641,5,10,0.0,2532.0,1,3
1642,5,11,0.0,3477.0,1,3
1643,5,12,0.0,3255.0,1,3
1644,5,13,0.0,3676.0,1,3
1645,5,14,0.0,845.0,1,3
1646,5,15,0.0,89.0,1,3
1647,5,16,0.0,1407.0,1,3
1648,5,17,0.0,658.0,1,3
1649,5,18,0.0,626.0,1,3
1650,5,19,0.0,480.0,1,3
1651,6,0,0.0,1442.0,1,3
1652,6,1,0.0,1558.0,1,3
1653,6,2,0.0,1974.0,1,3
1654,6,3,0.0,1660.0,1,3
1655,6,4,0.0,1736.0,1,3
1656,6,5,0.0,1217.0,1,3
1657,6,6,0.0,2123.0,1,3
1658,6,7,0.0,1527.0,1,3
1659,6,8,0.0,661.0,1,3
1660,6,9,0.0,3615.0,1,3
1661,6,10,0.0,2531.0,1,3
1662,6,11,0.0,2386.0,1,3
1663,6,12,0.0,2723.0,1,3
1664,6,13,0.0,3982.0,1,3
1665,6,14,0.0,2454.0,1,3
1666,6,15,0.0,1274.0,1,3
1667,6,16,0.0,3082.0,1,3
1668,6,17,0.0,1367.0,1,3
1669,6,18,0.0,1387.0,1,3
1670,6,19,0.0,1819.0,1,3
1671,7,0,0.0,635.0,1,3
1672,7,1,0.0,1162.0,1,3
1673,7,2,0.0,1994.0,1,3
1674,7,3,0.0,1799.0,1,3
1675,7,4,0.0,1713.0,1,3
1676,7,5,0.0,257.0,1,3
1677,7,6,0.0,268.0,1,3
1678,7,7,0.0,2098.0,1,3
1679,7,8,0.0,1946.0,1,3
1680,7,9,0.0,5404.0,1,3
1681,7,10,0.0,1837.0,1,3
1682,7,11,0.0,1479.0,1,3
1683,7,12,0.0,3349.0,1,3
1684,7,13,0.0,3881.0,1,3
1685,7,14,0.0,2155.0,1,3
1686,7,15,0.0,863.0,1,3
1687,7,16,0.0,2438.0,1,3
1688,7,17,0.0,2163.0,1,3
1689,7,18,0.0,1086.0,1,3
1690,7,19,0.0,128.0,1,3
1691,8,0,0.0,615.0,1,3
1692,8,1,0.0,677.0,1,3
1693,8,2,0.0,648.0,1,3
1694,8,3,0.0,390.0,1,3
1695,8,4,0.0,82.0,1,3
1696,8,5,0.0,1396.0,1,3
1697,8,6,0.0,1913.0,1,3
1698,8,7,0.0,1835.0,1,3
1699,8,8,0.0,2144.0,1,3
1700,8,9,0.0,2002.0,1,3
1701,8,10,0.0,3523.0,1,3
1702,8,11,0.0,2393.0,1,3
1703,8,12,0.0,2737.0,1,3
1704,8,13,0.0,2582.0,1,3
1705,8,14,0.0,2266.0,1,3
1706,8,15,0.0,1568.0,1,3
1707,8,16,0.0,3529.0,1,3
1708,8,17,0.0,2127.0,1,3
1709,8,18,0.0,173.0,1,3
1710,8,19,0.0,4.0,1,3
1711,9,0,0.0,765.0,1,3
1712,9,1,0.0,363.0,1,3
1713,9,2,0.0,13.0,1,3
1714,9,3,0.0,842.0,1,3
1715,9,4,0.0,472.0,1,3
1716,9,5,0.0,664.0,1,3
1717,9,6,0.0,1149.0,1,3
1718,9,7,0.0,1285.0,1,3
1719,9,10,0.0,2029.0,1,3
1720,9,11,0.0,2489.0,1,3
1721,9,12,0.0,1848.0,1,3
1722,9,13,0.0,1416.0,1,3
1723,9,14,0.0,2390.0,1,3
1724,9,15,0.0,2161.0,1,3
1725,9,16,0.0,4397.0,1,3
1726,9,17,0.0,2532.0,1,3
1727,9,18,0.0,201.0,1,3
1728,10,0,0.0,753.0,1,3
1729,10,1,0.0,881.0,1,3
1730,10,2,0.0,459.0,1,3
1731,10,3,0.0,123.0,1,3
1732,10,4,0.0,189.0,1,3
1733,10,5,0.0,708.0,1,3
1734,10,6,0.0,468.0,1,3
1735,10,7,0.0,194.0,1,3
1736,10,8,0.0,140.0,1,3
1737,10,9,0.0,1124.0,1,3
1738,10,10,0.0,2140.0,1,3
1739,10,11,0.0,2048.0,1,3
1740,10,12,0.0,1024.0,1,3
1741,10,13,0.0,1201.0,1,3
1742,10,14,0.0,1760.0,1,3
1743,10,15,0.0,1986.0,1,3
1744,10,16,0.0,829.0,1,3
1745,10,17,0.0,1081.0,1,3
1746,10,18,0.0,193.0,1,3
1747,10,19,0.0,31.0,1,3
1748,11,0,0.0,1211.0,1,3
1749,11,1,0.0,338.0,1,3
1750,11,2,0.0,164.0,1,3
1751,11,3,0.0,68.0,1,3
1752,11,4,0.0,222.0,1,3
1753,11,5,0.0,353.0,1,3
1754,11,6,0.0,210.0,1,3
1755,11,7,0.0,125.0,1,3
1756,11,8,0.0,237.0,1,3
1757,11,9,0.0,681.0,1,3
1758,11,10,0.0,1768.0,1,3
1759,11,11,0.0,3458.0,1,3
1760,11,12,0.0,2222.0,1,3
1761,11,13,0.0,1975.0,1,3
1762,11,14,0.0,2729.0,1,3
1763,11,15,0.0,3486.0,1,3
1764,11,16,0.0,3532.0,1,3
1765,11,17,0.0,2262.0,1,3
1766,11,18,0.0,1218.0,1,3
1767,11,19,0.0,97.0,1,3
1768,12,0,0.0,1353.0,1,3
1769,12,1,0.0,136.0,1,3
1770,12,2,0.0,195.0,1,3
1771,12,3,0.0,5.0,1,3
1772,12,4,0.0,70.0,1,3
1773,12,5,0.0,99.0,1,3
1774,12,6,0.0,22.0,1,3
1775,12,7,0.0,165.0,1,3
1776,12,8,0.0,409.0,1,3
1777,12,9,0.0,533.0,1,3
1778,12,10,0.0,1432.0,1,3
1779,12,11,0.0,2137.0,1,3
1780,12,12,0.0,1555.0,1,3
1781,12,13,0.0,2.0,1,3
1782,12,14,0.0,586.0,1,3
1783,12,15,0.0,3435.0,1,3
1784,12,16,0.0,1512.0,1,3
1785,12,17,0.0,770.0,1,3
1786,12,18,0.0,399.0,1,3
1787,12,19,0.0,867.0,1,3
1788,13,0,0.0,442.0,1,3
1789,13,1,0.0,209.0,1,3
1790,13,2,0.0,61.0,1,3
1791,13,3,0.0,21.0,1,3
1792,13,4,0.0,267.0,1,3
1793,13,5,0.0,84.0,1,3
1794,13,6,0.0,14.0,1,3
1795,13,7,0.0,213.0,1,3
1796,13,8,0.0,746.0,1,3
1797,13,9,0.0,539.0,1,3
1798,13,10,0.0,345.0,1,3
1799,13,11,0.0,1549.0,1,3
1800,13,12,0.0,2703.0,1,3
1801,13,13,0.0,82.0,1,3
1802,13,14,0.0,5.0,1,3
1803,13,15,0.0,1783.0,1,3
1804,13,16,0.0,594.0,1,3
1805,13,18,0.0,27.0,1,3
1806,13,19,0.0,101.0,1,3
1807,14,0,0.0,424.0,1,3
1808,14,1,0.0,55.0,1,3
1809,14,2,0.0,82.0,1,3
1810,14,3,0.0,140.0,1,3
1811,14,4,0.0,69.0,1,3
1812,14,5,0.0,88.0,1,3
1813,14,7,0.0,286.0,1,3
1814,14,8,0.0,106.0,1,3
1815,14,9,0.0,309.0,1,3
1816,14,10,0.0,167.0,1,3
1817,14,11,0.0,1359.0,1,3
1818,14,12,0.0,2905.0,1,3
1819,14,13,0.0,336.0,1,3
1820,14,16,0.0,202.0,1,3
1821,14,17,0.0,423.0,1,3
1822,14,18,0.0,3.0,1,3
1823,14,19,0.0,22.0,1,3
1824,15,1,0.0,111.0,1,3
1825,15,2,0.0,334.0,1,3
1826,15,3,0.0,305.0,1,3
1827,15,4,0.0,264.0,1,3
1828,15,6,0.0,25.0,1,3
1829,15,7,0.0,292.0,1,3
1830,15,8,0.0,30.0,1,3
1831,15,9,0.0,289.0,1,3
1832,15,10,0.0,49.0,1,3
1833,15,11,0.0,179.0,1,3
1834,15,12,0.0,575.0,1,3
1835,15,13,0.0,856.0,1,3
1836,15,14,0.0,766.0,1,3
1837,15,15,0.0,11.0,1,3
1838,15,16,0.0,1105.0,1,3
1839,15,17,0.0,1258.0,1,3
1840,15,18,0.0,212.0,1,3
1841,15,19,0.0,1.0,1,3
1842,16,1,0.0,50.0,1,3
1843,16,2,0.0,12.0,1,3
1844,16,3,0.0,353.0,1,3
1845,16,4,0.0,459.0,1,3
1846,16,5,0.0,88.0,1,3
1847,16,6,0.0,35.0,1,3
1848,16,9,0.0,127.0,1,3
1849,16,10,0.0,159.0,1,3
1850,16,11,0.0,49.0,1,3
1851,16,12,0.0,213.0,1,3
1852,16,13,0.0,308.0,1,3
1853,16,14,0.0,70.0,1,3
1854,16,15,0.0,75.0,1,3
1855,16,16,0.0,879.0,1,3
1856,16,17,0.0,524.0,1,3
1857,16,18,0.0,57.0,1,3
1858,16,19,0.0,122.0,1,3
1859,17,0,0.0,1.0,1,3
1860,17,1,0.0,11.0,1,3
1861,17,2,0.0,88.0,1,3
1862,17,3,0.0,709.0,1,3
1863,17,4,0.0,247.0,1,3
1864,17,5,0.0,148.0,1,3
1865,17,6,0.0,49.0,1,3
1866,17,8,0.0,45.0,1,3
1867,17,9,0.0,317.0,1,3
1868,17,10,0.0,103.0,1,3
1869,17,11,0.0,74.0,1,3
1870,17,12,0.0,99.0,1,3
1871,17,13,0.0,2.0,1,3
1872,17,15,0.0,566.0,1,3
1873,17,16,0.0,564.0,1,3
1874,17,17,0.0,1348.0,1,3
1875,17,18,0.0,790.0,1,3
1876,17,19,0.0,29.0,1,3
1877,18,0,0.0,7.0,1,3
1878,18,1,0.0,4.0,1,3
1879,18,2,0.0,66.0,1,3
1880,18,3,0.0,379.0,1,3
1881,18,4,0.0,239.0,1,3
1882,18,5,0.0,55.0,1,3
1883,18,8,0.0,301.0,1,3
1884,18,9,0.0,63.0,1,3
1885,18,10,0.0,11.0,1,3
1886,18,11,0.0,11.0,1,3
1887,18,12,0.0,1.0,1,3
1888,18,15,0.0,142.0,1,3
1889,18,16,0.0,295.0,1,3
1890,18,17,0.0,1051.0,1,3
1891,18,18,0.0,777.0,1,3
1892,18,19,0.0,35.0,1,3
1893,19,0,0.0,48.0,1,3
1894,19,1,0.0,107.0,1,3
1895,19,2,0.0,78.0,1,3
1896,19,3,0.0,62.0,1,3
1897,19,4,0.0,35.0,1,3
1898,19,5,0.0,45.0,1,3
1899,19,6,0.0,15.0,1,3
1900,19,7,0.0,172.0,1,3
1901,19,8,0.0,56.0,1,3
1902,19,9,0.0,4.0,1,3
1903,19,10,0.0,22.0,1,3
1904,19,12,0.0,3.0,1,3
1905,19,13,0.0,284.0,1,3
1906,19,15,0.0,28.0,1,3
1907,19,16,0.0,345.0,1,3
1908,19,17,0.0,344.0,1,3
1909,19,18,0.0,128.0,1,3
1910,19,19,0.0,1.0,1,3
1911,0,0,0.0,566.0,2,1
1912,0,1,0.0,3596.0,2,1
1913,0,2,0.0,2380.0,2,1
1914,0,3,0.0,350.0,2,1
1915,0,4,0.0,428.0,2,1
1916,0,5,0.0,1590.0,2,1
1917,0,6,0.0,390.0,2,1
1918,0,7,0.0,242.0,2,1
1919,0,8,0.0,18.0,2,1
1920,0,9,0.0,446.0,2,1
1921,0,10,0.0,1681.0,2,1
1922,0,11,0.0,3362.0,2,1
1923,0,12,0.0,9800.0,2,1
1924,0,13,0.0,3192.0,2,1
1925,0,14,0.0,2.0,2,1
1926,0,15,0.0,7.0,2,1
1927,0,16,0.0,277.0,2,1
1928,0,17,0.0,700.0,2,1
1929,0,18,0.0,7.0,2,1
1930,0,19,0.0,337.0,2,1
1931,1,0,0.0,116.0,2,1
1932,1,1,0.0,277.0,2,1
1933,1,2,0.0,618.0,2,1
1934,1,3,0.0,2988.0,2,1
1935,1,4,0.0,4977.0,2,1
1936,1,5,0.0,2267.0,2,1
1937,1,6,0.0,1734.0,2,1
1938,1,7,0.0,2128.0,2,1
1939,1,8,0.0,507.0,2,1
1940,1,9,0.0,4599.0,2,1
1941,1,10,0.0,4775.0,2,1
1942,1,11,0.0,5339.0,2,1
1943,1,12,0.0,11801.0,2,1
1944,1,13,0.0,3778.0,2,1
1945,1,14,0.0,1017.0,2,1
1946,1,15,0.0,1197.0,2,1
1947,1,16,0.0,1101.0,2,1
1948,1,17,0.0,873.0,2,1
1949,1,18,0.0,1067.0,2,1
1950,1,19,0.0,616.0,2,1
1951,2,1,0.0,773.0,2,1
1952,2,2,0.0,3411.0,2,1
1953,2,3,0.0,7871.0,2,1
1954,2,4,0.0,4380.0,2,1
1955,2,5,0.0,2945.0,2,1
1956,2,6,0.0,8495.0,2,1
1957,2,7,0.0,8967.0,2,1
1958,2,8,0.0,3875.0,2,1
1959,2,9,0.0,3101.0,2,1
1960,2,10,0.0,4907.0,2,1
1961,2,11,0.0,7283.0,2,1
1962,2,12,0.0,10227.0,2,1
1963,2,13,0.0,8745.0,2,1
1964,2,14,0.0,4664.0,2,1
1965,2,15,0.0,22.0,2,1
1966,2,16,0.0,1382.0,2,1
1967,2,17,0.0,914.0,2,1
1968,2,18,0.0,426.0,2,1
1969,2,19,0.0,2759.0,2,1
1970,3,0,0.0,1057.0,2,1
1971,3,1,0.0,4233.0,2,1
1972,3,2,0.0,1233.0,2,1
1973,3,3,0.0,7989.0,2,1
1974,3,4,0.0,4709.0,2,1
1975,3,5,0.0,1237.0,2,1
1976,3,6,0.0,5487.0,2,1
1977,3,7,0.0,7520.0,2,1
1978,3,8,0.0,9068.0,2,1
1979,3,9,0.0,5303.0,2,1
1980,3,10,0.0,5099.0,2,1
1981,3,11,0.0,13328.0,2,1
1982,3,12,0.0,14154.0,2,1
1983,3,13,0.0,15316.0,2,1
1984,3,14,0.0,4415.0,2,1
1985,3,15,0.0,377.0,2,1
1986,3,16,0.0,3681.0,2,1
1987,3,17,0.0,4796.0,2,1
1988,3,18,0.0,1667.0,2,1
1989,3,19,0.0,3332.0,2,1
1990,4,0,0.0,4627.0,2,1
1991,4,1,0.0,2273.0,2,1
1992,4,2,0.0,646.0,2,1
1993,4,3,0.0,4536.0,2,1
1994,4,4,0.0,12272.0,2,1
1995,4,5,0.0,6132.0,2,1
1996,4,6,0.0,9370.0,2,1
1997,4,7,0.0,12836.0,2,1
1998,4,8,0.0,13299.0,2,1
1999,4,9,0.0,6836.0,2,1
2000,4,10,0.0,10897.0,2,1
2001,4,11,0.0,16613.0,2,1
2002,4,12,0.0,16113.0,2,1
2003,4,13,0.0,14341.0,2,1
2004,4,14,0.0,4113.0,2,1
2005,4,15,0.0,1086.0,2,1
2006,4,16,0.0,5071.0,2,1
2007,4,17,0.0,4727.0,2,1
2008,4,18,0.0,1759.0,2,1
2009,4,19,0.0,20057.0,2,1
2010,5,0,0.0,5967.0,2,1
2011,5,1,0.0,5763.0,2,1
2012,5,2,0.0,405.0,2,1
2013,5,3,0.0,4314.0,2,1
2014,5,4,0.0,13806.0,2,1
2015,5,5,0.0,6593.0,2,1
2016,5,6,0.0,13525.0,2,1
2017,5,7,0.0,13117.0,2,1
2018,5,8,0.0,10754.0,2,1
2019,5,9,0.0,10042.0,2,1
2020,5,10,0.0,12697.0,2,1
2021,5,11,0.0,14055.0,2,1
2022,5,12,0.0,15169.0,2,1
2023,5,13,0.0,17251.0,2,1
2024,5,14,0.0,3612.0,2,1
2025,5,15,0.0,1055.0,2,1
2026,5,16,0.0,7504.0,2,1
2027,5,17,0.0,4229.0,2,1
2028,5,18,0.0,7748.0,2,1
2029,5,19,0.0,4072.0,2,1
2030,6,0,0.0,4923.0,2,1
2031,6,1,0.0,6334.0,2,1
2032,6,2,0.0,9178.0,2,1
2033,6,3,0.0,8184.0,2,1
2034,6,4,0.0,9354.0,2,1
2035,6,5,0.0,6082.0,2,1
2036,6,6,0.0,11256.0,2,1
2037,6,7,0.0,9210.0,2,1
2038,6,8,0.0,4916.0,2,1
2039,6,9,0.0,18198.0,2,1
2040,6,10,0.0,14499.0,2,1
2041,6,11,0.0,13939.0,2,1
2042,6,12,0.0,17952.0,2,1
2043,6,13,0.0,18590.0,2,1
2044,6,14,0.0,12507.0,2,1
2045,6,15,0.0,7646.0,2,1
2046,6,16,0.0,11812.0,2,1
2047,6,17,0.0,5306.0,2,1
2048,6,18,0.0,8069.0,2,1
2049,6,19,0.0,6763.0,2,1
2050,7,0,0.0,1430.0,2,1
2051,7,1,0.0,4233.0,2,1
2052,7,2,0.0,7993.0,2,1
2053,7,3,0.0,8271.0,2,1
2054,7,4,0.0,7754.0,2,1
2055,7,5,0.0,4068.0,2,1
2056,7,6,0.0,4146.0,2,1
2057,7,7,0.0,8175.0,2,1
2058,7,8,0.0,9357.0,2,1
2059,7,9,0.0,25426.0,2,1
2060,7,10,0.0,12693.0,2,1
2061,7,11,0.0,14066.0,2,1
2062,7,12,0.0,18051.0,2,1
2063,7,13,0.0,18753.0,2,1
2064,7,14,0.0,9616.0,2,1
2065,7,15,0.0,6650.0,2,1
2066,7,16,0.0,10425.0,2,1
2067,7,17,0.0,8064.0,2,1
2068,7,18,0.0,5337.0,2,1
2069,7,19,0.0,510.0,2,1
2070,8,0,0.0,3031.0,2,1
2071,8,1,0.0,3728.0,2,1
2072,8,2,0.0,2771.0,2,1
2073,8,3,0.0,2981.0,2,1
2074,8,4,0.0,2304.0,2,1
2075,8,5,0.0,7072.0,2,1
2076,8,6,0.0,17910.0,2,1
2077,8,7,0.0,15055.0,2,1
2078,8,8,0.0,11486.0,2,1
2079,8,9,0.0,12317.0,2,1
2080,8,10,0.0,20751.0,2,1
2081,8,11,0.0,21078.0,2,1
2082,8,12,0.0,18099.0,2,1
2083,8,13,0.0,14167.0,2,1
2084,8,14,0.0,11210.0,2,1
2085,8,15,0.0,8485.0,2,1
2086,8,16,0.0,14488.0,2,1
2087,8,17,0.0,11636.0,2,1
2088,8,18,0.0,6077.0,2,1
2089,8,19,0.0,97.0,2,1
2090,9,0,0.0,5399.0,2,1
2091,9,1,0.0,1877.0,2,1
2092,9,2,0.0,596.0,2,1
2093,9,3,0.0,2611.0,2,1
2094,9,4,0.0,2612.0,2,1
2095,9,5,0.0,1962.0,2,1
2096,9,6,0.0,5337.0,2,1
2097,9,7,0.0,9349.0,2,1
2098,9,10,0.0,10367.0,2,1
2099,9,11,0.0,15152.0,2,1
2100,9,12,0.0,9785.0,2,1
2101,9,13,0.0,10189.0,2,1
2102,9,14,0.0,9626.0,2,1
2103,9,15,0.0,11792.0,2,1
2104,9,16,0.0,15634.0,2,1
2105,9,17,0.0,9515.0,2,1
2106,9,18,0.0,1976.0,2,1
2107,9,19,0.0,90.0,2,1
2108,10,0,0.0,5702.0,2,1
2109,10,1,0.0,4522.0,2,1
2110,10,2,0.0,2083.0,2,1
2111,10,3,0.0,268.0,2,1
2112,10,4,0.0,678.0,2,1
2113,10,5,0.0,2163.0,2,1
2114,10,6,0.0,1742.0,2,1
2115,10,7,0.0,918.0,2,1
2116,10,8,0.0,703.0,2,1
2117,10,9,0.0,5355.0,2,1
2118,10,10,0.0,12058.0,2,1
2119,10,11,0.0,11549.0,2,1
2120,10,12,0.0,5894.0,2,1
2121,10,13,0.0,8720.0,2,1
2122,10,14,0.0,8605.0,2,1
2123,10,15,0.0,9965.0,2,1
2124,10,16,0.0,4646.0,2,1
2125,10,17,0.0,4671.0,2,1
2126,10,18,0.0,4015.0,2,1
2127,10,19,0.0,393.0,2,1
2128,11,0,0.0,9125.0,2,1
2129,11,1,0.0,2120.0,2,1
2130,11,2,0.0,632.0,2,1
2131,11,3,0.0,324.0,2,1
2132,11,4,0.0,996.0,2,1
2133,11,5,0.0,1053.0,2,1
2134,11,6,0.0,718.0,2,1
2135,11,7,0.0,350.0,2,1
2136,11,8,0.0,1202.0,2,1
2137,11,9,0.0,3696.0,2,1
2138,11,10,0.0,8366.0,2,1
2139,11,11,0.0,14184.0,2,1
2140,11,12,0.0,12355.0,2,1
2141,11,13,0.0,12171.0,2,1
2142,11,14,0.0,13121.0,2,1
2143,11,15,0.0,14363.0,2,1
2144,11,16,0.0,16027.0,2,1
2145,11,17,0.0,10240.0,2,1
2146,11,18,0.0,6680.0,2,1
2147,11,19,0.0,486.0,2,1
2148,12,0,0.0,5541.0,2,1
2149,12,1,0.0,404.0,2,1
2150,12,2,0.0,793.0,2,1
2151,12,3,0.0,4.0,2,1
2152,12,4,0.0,266.0,2,1
2153,12,5,0.0,307.0,2,1
2154,12,6,0.0,62.0,2,1
2155,12,7,0.0,645.0,2,1
2156,12,8,0.0,1609.0,2,1
2157,12,9,0.0,2272.0,2,1
2158,12,10,0.0,5551.0,2,1
2159,12,11,0.0,10521.0,2,1
2160,12,12,0.0,11990.0,2,1
2161,12,13,0.0,656.0,2,1
2162,12,14,0.0,3666.0,2,1
2163,12,15,0.0,12788.0,2,1
2164,12,16,0.0,7224.0,2,1
2165,12,17,0.0,5661.0,2,1
2166,12,18,0.0,3201.0,2,1
2167,12,19,0.0,4863.0,2,1
2168,13,0,0.0,2415.0,2,1
2169,13,1,0.0,720.0,2,1
2170,13,2,0.0,444.0,2,1
2171,13,3,0.0,62.0,2,1
2172,13,4,0.0,842.0,2,1
2173,13,5,0.0,362.0,2,1
2174,13,6,0.0,50.0,2,1
2175,13,7,0.0,833.0,2,1
2176,13,8,0.0,2150.0,2,1
2177,13,9,0.0,1771.0,2,1
2178,13,10,0.0,1091.0,2,1
2179,13,11,0.0,7476.0,2,1
2180,13,12,0.0,14176.0,2,1
2181,13,13,0.0,2289.0,2,1
2182,13,14,0.0,625.0,2,1
2183,13,15,0.0,7725.0,2,1
2184,13,16,0.0,3231.0,2,1
2185,13,17,0.0,204.0,2,1
2186,13,18,0.0,3453.0,2,1
2187,13,19,0.0,3382.0,2,1
2188,14,0,0.0,1579.0,2,1
2189,14,1,0.0,388.0,2,1
2190,14,2,0.0,178.0,2,1
2191,14,3,0.0,564.0,2,1
2192,14,4,0.0,268.0,2,1
2193,14,5,0.0,269.0,2,1
2194,14,7,0.0,1083.0,2,1
2195,14,8,0.0,457.0,2,1
2196,14,9,0.0,1129.0,2,1
2197,14,10,0.0,465.0,2,1
2198,14,11,0.0,5766.0,2,1
2199,14,12,0.0,11966.0,2,1
2200,14,13,0.0,1511.0,2,1
2201,14,14,0.0,76.0,2,1
2202,14,15,0.0,3.0,2,1
2203,14,16,0.0,1538.0,2,1
2204,14,17,0.0,6987.0,2,1
2205,14,18,0.0,939.0,2,1
2206,14,19,0.0,2104.0,2,1
2207,15,0,0.0,29.0,2,1
2208,15,1,0.0,369.0,2,1
2209,15,2,0.0,953.0,2,1
2210,15,3,0.0,1068.0,2,1
2211,15,4,0.0,920.0,2,1
2212,15,5,0.0,5.0,2,1
2213,15,6,0.0,34.0,2,1
2214,15,7,0.0,766.0,2,1
2215,15,8,0.0,88.0,2,1
2216,15,9,0.0,1135.0,2,1
2217,15,10,0.0,100.0,2,1
2218,15,11,0.0,815.0,2,1
2219,15,12,0.0,1996.0,2,1
